0.0403146	-0.04153353	-0.52091873	0
-0.02778282	-0.03139601	-0.02815611	5
0.37970391	0.27840552	-0.48483166	2
0.34661964	0.65472716	0.30773979	4
0.00927972	-0.03975208	-0.65037656	0
0.03223189	-0.12640406	0.34686372	5
0.37178129	0.30890742	-0.47680634	2
-0.58464861	-0.31147337	-0.08798072	3
0.18152322	0.33342203	0.2250426	4
-0.11777885	-0.22224095	0.60650557	5
-0.04741641	-0.05462858	0.22012518	5
-0.1611608	-0.08292441	-0.11277896	3
0.18327309	0.09699239	-0.45949882	2
-0.13723719	-0.09033888	-0.6043207	1
-0.07590173	-0.09083689	-0.25309613	3
0.01708479	-0.03067439	-0.57400554	0
-0.2568047	-0.17349017	-0.04166503	3
0.40146828	0.29918116	-0.5173198	2
0.16454498	0.24699886	0.18236649	4
0.03791784	0.02068719	-0.28133619	4
0.12973471	0.16081619	0.01429718	4
0.17842054	0.2955485	0.1861988	4
-0.33553326	-0.1191937	-0.63663149	1
0.3486836	0.64516616	0.30674535	4
-0.08773651	-0.10455872	0.41871023	5
-0.16841428	-0.11983675	-0.15341415	3
-0.07072444	-0.06374814	-0.22856255	3
0.00233269	-0.01996822	0.34331158	6
0.21654759	0.20309085	0.09355495	4
-0.04885437	-0.15407035	0.40469605	5
-0.00828546	0.04819256	0.58411902	6
-0.07596023	-0.08057238	-0.26998332	3
-0.2701667	-0.13541171	-0.05663045	3
0.02761387	-0.0284807	-0.82293403	0
-0.03108376	-0.12537874	0.23318554	5
-0.00744099	-0.10054131	0.14218363	5
-0.21656457	-0.12422531	-0.10861722	3
0.29557618	0.53763038	0.33065897	4
0.0512105	-0.02637503	0.06659769	6
0.09172434	0.11370344	-0.06049398	4
-0.141743	-0.07507239	-0.61535251	1
-0.0739136	-0.14563875	0.41424355	5
-0.050977	-0.06865163	0.28876749	5
-0.45954883	-0.2313049	-0.05520097	3
-0.03705065	-0.13176176	0.3117556	5
-0.41571894	-0.24598777	-0.02204861	3
-0.55921012	-0.30372328	-0.04995277	3
0.05714105	-0.02873248	-0.31384367	4
-0.06347172	-0.24200478	0.63207257	5
-0.21149136	-0.12326122	-0.11427432	3
0.0327152	0.0086499	-0.30407846	4
-0.14910199	-0.07897	-0.14187448	3
-0.62217069	-0.33744866	-0.10420564	3
0.32159489	0.52060062	0.32124388	4
0.36396396	0.30086577	-0.47413021	2
0.03967277	-0.03621005	-0.20418233	5
-0.04464738	-0.11513686	0.2644507	5
0.06085686	-0.09477729	0.03953826	5
-0.15924816	-0.34615472	0.74404103	5
-0.10528345	-0.25792629	0.64566362	5
0.39466336	0.65820456	0.27470464	4
0.37411413	0.60140741	0.30438966	4
0.02070452	-0.13015273	0.34890148	5
0.02521935	-0.0027586	0.12678783	6
0.06833425	-0.00072028	-0.26404259	4
-0.53699154	-0.28226429	-0.07923862	3
-0.21458659	-0.43574241	0.81573254	5
-0.11045763	-0.11049769	-0.2049488	3
-0.23621275	-0.08261744	-0.59572798	1
-0.13813773	-0.06412211	-0.16297716	3
-0.01774698	-0.10299968	0.17005754	5
0.00707984	-0.03094171	-0.21088281	5
-0.09812038	-0.09828848	0.45754203	5
-0.42896748	-0.2178091	-0.03117571	3
0.09214588	0.07973534	-0.13520147	4
0.03750906	-0.03523168	-0.58148307	0
0.01694391	-0.05004004	-0.32857564	5
-0.46001866	-0.2693626	-0.02488078	3
0.02892257	-0.00591235	-0.33852682	4
0.07016294	0.10464747	-0.03472132	4
0.21149743	0.22443618	0.10588851	4
0.25080436	0.35896039	0.2267455	4
-0.18156776	-0.33114421	0.75124246	5
0.03390826	-0.05527656	-0.16506901	5
-0.02540573	-0.18695292	0.4939999	5
-0.13200296	-0.36204436	0.75879115	5
0.00171147	-0.10788915	0.1752298	5
-0.08610832	-0.08945779	0.43505204	5
-0.69839478	-0.3660135	-0.1408724	3
-0.10036319	-0.33369988	0.74049753	5
-0.1885633	-0.10875648	-0.1142859	3
0.06603196	-0.0202541	0.29502308	6
0.03482113	-0.0300863	-0.06588721	6
-0.11608069	-0.13158503	0.49213105	5
-0.01800565	-0.04490907	-0.09727602	5
-0.04903669	-0.05382549	-0.68995905	1
-0.61104012	-0.32609329	-0.08993541	3
0.2222621	0.31227902	0.19009048	4
0.09806279	0.08713658	-0.13466331	4
-0.38759375	-0.23805587	-0.02980688	3
0.04474079	-0.02519648	-0.55153489	0
0.23143078	0.22414698	0.11686604	4
-0.40352806	-0.20105816	-0.03323851	3
-0.1172695	-0.11475828	-0.18840644	3
0.00808109	-0.03570407	-0.55848038	0
0.06728199	-0.01535448	0.33404121	6
0.00992339	-0.05376599	-0.26829538	5
0.17421001	0.1925078	0.0580304	4
0.11246596	0.12713516	-0.05442397	4
-0.66302681	-0.35864472	-0.11118795	3
0.04895228	-0.01274246	0.11123589	6
0.0289417	-0.13788615	0.26973557	5
-0.40181038	-0.22741921	-0.03584576	3
0.10750262	0.03654386	-0.47680685	2
-0.04263475	-0.19855368	0.54787004	5
0.36644021	0.53532273	0.31400013	4
0.21945885	0.16982128	-0.42445293	2
0.11335269	0.06158786	-0.06717728	4
0.0784055	0.01319897	-0.51628709	2
0.04039042	-0.03165065	-0.4111273	4
0.09335777	-0.0214387	-0.52836311	2
-0.20194721	-0.08469924	-0.60423559	1
